date,time,group,% 3 qtrs ago,% 2 qtr ago,% 1 qtr ago,% current qtr,change in 3 qtrs
2026-09-04,15:29,WINDMACHIN,51.5885,49.9406,49.2945,53.7542,2.1657
2026-09-04,15:29,WINSOME,59.2449,59.3574,59.3574,61.3174,2.0725
2026-09-04,15:29,WIPL,41.81,43.2889,45.7575,45.2673,3.4573
2026-09-04,15:29,WIPRO,8.5787,8.4132,8.6965,11.024,2.4453
2026-09-04,15:29,WOCKPHARMA,32.5917,33.1549,32.6315,34.2432,1.6515
2026-09-04,15:29,WONDERLA,18.9334,21.0149,21.0287,22.2771,3.3437
2026-09-04,15:29,XCHANGING,24.6969,24.6899,24.5914,24.7978,0.1009
2026-09-04,15:29,XELPMOC,48.619,50.33,50.4222,50.5408,1.9218
2026-09-04,15:29,XPROINDIA,39.0738,39.1756,40.1873,40.2214,1.1476
2026-09-04,15:29,XTGLOBAL,37.1858,37.1858,37.4515,37.4515,0.2657
2026-09-04,15:29,YATHARTH,23.1584,27.0124,26.9473,27.7364,4.578
2026-09-04,15:29,YATRA,18.0659,19.3595,21.248,21.1066,3.0407
2026-09-04,15:29,YUKEN,40.0822,39.9404,39.9534,41.1178,1.0356
2026-09-04,15:29,ZAGGLE,38.5189,40.4781,44.3628,47.9492,9.4303
2026-09-04,15:29,ZEEL,56.2569,59.1247,59.1992,67.2699,11.013
2026-09-04,15:29,ZENSARTECH,14.8836,15.5073,16.2699,17.7059,2.8223
2026-09-04,15:29,ZFCVINDIA,7.672,7.6667,7.7253,8.3488,0.6768
2026-09-04,15:29,ZIMLAB,62.9137,62.532,65.9399,64.6509,1.7372
2026-09-04,15:29,ZODIAC,29.1719,29.3647,29.6255,29.6478,0.4759
2026-09-04,15:29,ZUARI,31.4475,31.5883,31.4634,31.943,0.4955
2026-09-04,15:29,ZUARIIND,39.3471,40.5371,40.4177,40.4769,1.1298
2026-09-04,15:29,ZYDUSLIFE,6.5704,6.6364,6.676,6.6558,0.0854
